label,ï»¿publisher,publisherarea,publishertype,year,rawtitle,usedtitle,title_tokens,cluster
736,menlhk,national,government,2022,BBKSDA Sumatera Utara Lepasliar Kukang Penyerahan Warga Padangsidimpuan ,bbksda sumatera utara lepasliar kukang serah warga padangsidimpuan,"['bbksda', 'sumatera', 'utara', 'lepasliar', 'kukang', 'serah', 'warga', 'padangsidimpuan']",0
737,menlhk,national,government,2022,Giat BBKSDA Sumatera Utara Lepasliar Kukang  di TWA Danau Sicike cike  ,giat bbksda sumatera utara lepasliar kukang twa danau sicike cike,"['giat', 'bbksda', 'sumatera', 'utara', 'lepasliar', 'kukang', 'twa', 'danau', 'sicike', 'cike']",1
738,menlhk,national,government,2022,Daripada Menjual Kukang   Lebih Baik Menyerahkannya ke BBKSDA Sumatera Utara ,jual kukang serah bbksda sumatera utara,"['jual', 'kukang', 'serah', 'bbksda', 'sumatera', 'utara']",2
739,menlhk,national,government,2022,peringati hari primata indonesia    ekor kukang bangka nycticebus bancanus kembali ke rumah,primata indonesia ekor kukang bangka nycticebus bancanus rumah,"['primata', 'indonesia', 'ekor', 'kukang', 'bangka', 'nycticebus', 'bancanus', 'rumah']",7
740,kukangku,national,community,2022,Hati hati   ternyata kukang memiliki racun berbahaya ,hati hati kukang milik racun bahaya,"['hati', 'hati', 'kukang', 'milik', 'racun', 'bahaya']",4
741,detik,national,media,2022,Kerja Keras Melestarikan Kukang Sumatera di Indonesia,keras lestari kukang sumatera indonesia,"['keras', 'lestari', 'kukang', 'sumatera', 'indonesia']",4
742,bksdasumsel,local,media,2022,Lagi   BKSDA Sumsel Evakuasi Satwa Dilindungi Jenis Kukang (Nycticebus coucang),bksda sumsel evakuasi satwa lindung jenis kukang nycticebus coucang,"['bksda', 'sumsel', 'evakuasi', 'satwa', 'lindung', 'jenis', 'kukang', 'nycticebus', 'coucang']",3
743,internationalanimalrescue,national,community,2022,Belajar Pegang yang Lembut Yuk ,ajar pegang lembut yuk,"['ajar', 'pegang', 'lembut', 'yuk']",1
744,kompas,national,media,2022,Hewan Apa Itu Kukang?,hewan kukang,"['hewan', 'kukang']",4
745,internationalanimalrescue,national,community,2022,Mengantar      Kukang Jawa ke Gunung Botol   Kawasan Taman Nasional Gunung Halimun Salak ,kukang jawa gunung botol kawasan taman nasional gunung halimun salak,"['kukang', 'jawa', 'gunung', 'botol', 'kawasan', 'taman', 'nasional', 'gunung', 'halimun', 'salak']",5
746,kukangku,national,community,2022,Wow   Kukang Dapat Mendengar Suara Ultrasonik ,wow kukang dengar suara ultrasonik,"['wow', 'kukang', 'dengar', 'suara', 'ultrasonik']",4
747,menlhk,national,government,2022,Warga Desa Boangmanalu Serahkan Kukang Kepada Balai Besar KSDA Sumatera Utara ,warga desa boangmanalu serah kukang balai ksda sumatera utara,"['warga', 'desa', 'boangmanalu', 'serah', 'kukang', 'balai', 'ksda', 'sumatera', 'utara']",0
748,kukangku,national,community,2022,Riset  Sebaran Kukang Jawa Meluas Hingga Jawa Timur ,riset sebar kukang jawa luas jawa timur,"['riset', 'sebar', 'kukang', 'jawa', 'luas', 'jawa', 'timur']",5
749,kukangku,national,community,2022,Babe Cabita   Merasa Bersalah Beli dan Pelihara Kukang ,babe cabita salah beli pelihara kukang,"['babe', 'cabita', 'salah', 'beli', 'pelihara', 'kukang']",4
750,kukangku,national,community,2022,Xanthonycticebus pygmaeus   Nama Ilmiah Baru Kukang Kerdil ,xanthonycticebus pygmaeus nama ilmiah kukang kerdil,"['xanthonycticebus', 'pygmaeus', 'nama', 'ilmiah', 'kukang', 'kerdil']",4
751,detik,national,media,2022,Hendak Jual    Ekor Kukang   Pria di Agam Ditangkap Polisi,jual ekor kukang pria agam tangkap polisi,"['jual', 'ekor', 'kukang', 'pria', 'agam', 'tangkap', 'polisi']",2
752,kukangku,national,community,2022,Hari Kukang Internasional   Peringati Pelestarian dan Perlindungan Kukang ,kukang internasional lestari lindung kukang,"['kukang', 'internasional', 'lestari', 'lindung', 'kukang']",4
753,sties-purwakarta,local,academic,2022,AOPGI Purwakarta dan Mapalasatya Serahkan Kukang ke BKSDA Jawa Barat   Ini Satwa Liar Dilindungi ,aopgi purwakarta mapalasatya serah kukang bksda jawa barat satwa liar lindung,"['aopgi', 'purwakarta', 'mapalasatya', 'serah', 'kukang', 'bksda', 'jawa', 'barat', 'satwa', 'liar', 'lindung']",6
754,kukangku,national,community,2022,Ribuan Mati Tersetrum   Kukang Terancam Jaringan Listrik ,ribu mati setrum kukang ancam jaring listrik,"['ribu', 'mati', 'setrum', 'kukang', 'ancam', 'jaring', 'listrik']",4
755,kukangku,national,community,2022,Perubahan Iklim Ancam Populasi Kukang Jawa ,ubah iklim ancam populasi kukang jawa,"['ubah', 'iklim', 'ancam', 'populasi', 'kukang', 'jawa']",5
756,internationalanimalrescue,national,community,2022,Mengantar Enam Kukang Sumatera ke Hutan Lindung Batutegi ,enam kukang sumatera hutan lindung batutegi,"['enam', 'kukang', 'sumatera', 'hutan', 'lindung', 'batutegi']",4
757,lampungprov,local,government,2022,Dinas Kehutanan Provinsi Lampung dan Yayasan IAR Indonesia dalam DiskusiÂ  Publik Jaringan Listrik Negara dan Upaya Konservasi Kukang Sumatera ,dinas hutan provinsi lampung yayasan iar indonesia diskusi publik jaring listrik negara upaya konservasi kukang sumatera,"['dinas', 'hutan', 'provinsi', 'lampung', 'yayasan', 'iar', 'indonesia', 'diskusi', 'publik', 'jaring', 'listrik', 'negara', 'upaya', 'konservasi', 'kukang', 'sumatera']",4
758,bksdasumsel,local,media,2022,KEMBALI   BKSDA SUMSEL EVAKUASI DAN LEPASLIARKAN SATWA DILINDUNGI JENIS KUKANG (Nycticebus coucang),bksda sumsel evakuasi lepasliar satwa lindung jenis kukang nycticebus coucang,"['bksda', 'sumsel', 'evakuasi', 'lepasliar', 'satwa', 'lindung', 'jenis', 'kukang', 'nycticebus', 'coucang']",3
759,bksdasumsel,local,media,2022,BKSDA Sumsel Terima Serahan Satwa Kukang (Nycticebus coucang) dari Warga Banyuasin,bksda sumsel terima serah satwa kukang nycticebus coucang warga banyuasin,"['bksda', 'sumsel', 'terima', 'serah', 'satwa', 'kukang', 'nycticebus', 'coucang', 'warga', 'banyuasin']",0
760,kompas,national,media,2022,Gipo   Kukang Liar Bergigi Ompong yang Jadi Korban Perburuan Liar  ,gipo kukang liar gigi ompong korban buru liar,"['gipo', 'kukang', 'liar', 'gigi', 'ompong', 'korban', 'buru', 'liar']",6
761,kukangku,national,community,2022,Meski Lambat   Kukang Bisa Jelajah Hutan Hingga    Kilometer ,lambat kukang jelajah hutan kilometer,"['lambat', 'kukang', 'jelajah', 'hutan', 'kilometer']",4
762,mediaindonesia,national,media,2022,BKSDA Sumbar Lepasliarkan Empat Ekor Kukang di Cagar Alam Maninjau,bksda sumbar lepasliar ekor kukang cagar alam maninjau,"['bksda', 'sumbar', 'lepasliar', 'ekor', 'kukang', 'cagar', 'alam', 'maninjau']",0
763,popmama,national,media,2022,   Mitos Kukang yang Beredar di Masyarakat,mitos kukang edar masyarakat,"['mitos', 'kukang', 'edar', 'masyarakat']",4
764,gridkids,national,media,2022,Perbedaan Kukang dan Kungkang Hewan Mamalia yang Bergerak Lambat ,beda kukang kungkang hewan mamalia gerak lambat,"['beda', 'kukang', 'kungkang', 'hewan', 'mamalia', 'gerak', 'lambat']",4
765,gardaanimalia,national,media,2022,Yuk Mengenal Tujuh Spesies Kukang di Indonesia,yuk kenal tujuh spesies kukang indonesia,"['yuk', 'kenal', 'tujuh', 'spesies', 'kukang', 'indonesia']",4
766,internationalanimalrescue,national,community,2022,Selamat Setelah Tersengat Listrik   Kukang Elektro Dilepasliarkan di HL Gunung Tarak ,selamat sengat listrik kukang elektro lepasliar hl gunung tarak,"['selamat', 'sengat', 'listrik', 'kukang', 'elektro', 'lepasliar', 'hl', 'gunung', 'tarak']",1
767,kukangku,national,community,2022,Main ke Rumah Kukang di Gunung Simpang Cianjur Selatan ,main rumah kukang gunung simpang cianjur selatan,"['main', 'rumah', 'kukang', 'gunung', 'simpang', 'cianjur', 'selatan']",1
768,kukangku,national,community,2022,Julitasari   Pelajari Perilaku Kukang Demi Konservasi Satwa ,julitasari ajar perilaku kukang konservasi satwa,"['julitasari', 'ajar', 'perilaku', 'kukang', 'konservasi', 'satwa']",3
769,internationalanimalrescue,national,community,2022,Gipo   Kukang Sumatera yang Tersesat di Jalanan Banten ,gipo kukang sumatera sesat jalan banten,"['gipo', 'kukang', 'sumatera', 'sesat', 'jalan', 'banten']",4
770,kukangku,national,community,2022,Indri Saptorini   Jadi Dokter Hewan Demi Selamatkan Kukang ,indri saptorini dokter hewan selamat kukang,"['indri', 'saptorini', 'dokter', 'hewan', 'selamat', 'kukang']",4
771,bksdasumsel,local,media,2022,Sadar Dilindungi   Warga Serahkan Elang Brontok dan Kukang,sadar lindung warga serah elang brontok kukang,"['sadar', 'lindung', 'warga', 'serah', 'elang', 'brontok', 'kukang']",0
772,antarafoto,national,media,2022,PELEPASLIARAN KUKANG SUMATERA ,pelepasliaran kukang sumatera,"['pelepasliaran', 'kukang', 'sumatera']",4
773,nocturama,local,community,2022,Xanthonycticebus Genus kukang baru untuk kukang kerdil,xanthonycticebus genus kukang kukang kerdil,"['xanthonycticebus', 'genus', 'kukang', 'kukang', 'kerdil']",4
774,kukangku,national,community,2022,Bayi Kukang Ditemukan Warga di Obyek Wisata Sukabumi ,bayi kukang temu warga obyek wisata sukabumi,"['bayi', 'kukang', 'temu', 'warga', 'obyek', 'wisata', 'sukabumi']",0
775,detik,national,media,2022,Elang Brontok Kukang Dievakuasi BKSDA Tasikmalaya di Awal         ,elang brontok kukang evakuasi bksda tasikmalaya,"['elang', 'brontok', 'kukang', 'evakuasi', 'bksda', 'tasikmalaya']",1
776,kompas,national,media,2022,Temukan Bayi Kukang Tergeletak   Warga Langsung Serahkan Hewan Dilindungi Ini ke BKSDA,temu bayi kukang geletak warga serah hewan lindung bksda,"['temu', 'bayi', 'kukang', 'geletak', 'warga', 'serah', 'hewan', 'lindung', 'bksda']",0
777,kukangku,national,community,2022,Warga Majalengka Serahkan Kukang Jawa ke BKSDA Cirebon ,warga majalengka serah kukang jawa bksda cirebon,"['warga', 'majalengka', 'serah', 'kukang', 'jawa', 'bksda', 'cirebon']",0
778,mediaindonesia,national,media,2022,Balai Besar TNGGP Lepasliarkan Kukang Jawa,balai tnggp lepasliar kukang jawa,"['balai', 'tnggp', 'lepasliar', 'kukang', 'jawa']",5
779,kukangku,national,community,2022,Bayi Kukang Temuan Warga Dievakuasi BBKSDA Jawa Barat ,bayi kukang temu warga evakuasi bbksda jawa barat,"['bayi', 'kukang', 'temu', 'warga', 'evakuasi', 'bbksda', 'jawa', 'barat']",0
780,kukangku,national,community,2022,   Kukang Sumatera Dilepasliarkan di CA Maninjau ,kukang sumatera lepasliar ca maninjau,"['kukang', 'sumatera', 'lepasliar', 'ca', 'maninjau']",4
781,kukangku,national,community,2022,Damkar Evakuasi Kukang Temuan Warga di Kuningan ,damkar evakuasi kukang temu warga kuningan,"['damkar', 'evakuasi', 'kukang', 'temu', 'warga', 'kuningan']",0
782,agrozine,national,media,2022,Kukang   Satwa Hutan Yang Lucu Nan Menggemaskan ,kukang satwa hutan lucu nan gemas,"['kukang', 'satwa', 'hutan', 'lucu', 'nan', 'gemas']",1
783,idntimes,national,media,2022,Terancam Punah   BKSDA Lampung Tak Punya Data Populasi Kukang,ancam punah bksda lampung data populasi kukang,"['ancam', 'punah', 'bksda', 'lampung', 'data', 'populasi', 'kukang']",7
784,unas,local,academic,2022,Mahasiswa S   Biologi Unas bersama Tim Penulis Unas   Rutgers University dan Zurich University RaihÂ Social Impact Award   Primates         ,mahasiswa biologi unas tim tulis unas rutgers university zurich university raih social impact award primates,"['mahasiswa', 'biologi', 'unas', 'tim', 'tulis', 'unas', 'rutgers', 'university', 'zurich', 'university', 'raih', 'social', 'impact', 'award', 'primates']",1
785,gridkids,national,media,2022,Top     Hewan Paling Lambat di Dunia   Ada Kukang dan Koala ,top hewan lambat dunia kukang koala,"['top', 'hewan', 'lambat', 'dunia', 'kukang', 'koala']",1
786,masukpakeko,national,media,2022,Lucunya Kukang Sunda   Greater Slow Loris   Nycticebus coucang ,lucu kukang sunda greater slow lor nycticebus coucang,"['lucu', 'kukang', 'sunda', 'greater', 'slow', 'lor', 'nycticebus', 'coucang']",4
787,tabirkota,national,media,2022,terancam punah kukang kalimantan dikembalikan ke habitatnya,ancam punah kukang kalimantan habitat,"['ancam', 'punah', 'kukang', 'kalimantan', 'habitat']",7
788,mediaindonesia,national,media,2022,Segala Daya Hindari Kepunahan Satwa Liar Dilindungi,daya hindar punah satwa liar lindung,"['daya', 'hindar', 'punah', 'satwa', 'liar', 'lindung']",6
789,viva,national,media,2022,Mengenal Kukang Primata Cantik yang Bergerak Lambat dan Terancam Punah,kenal kukang primata cantik gerak lambat ancam punah,"['kenal', 'kukang', 'primata', 'cantik', 'gerak', 'lambat', 'ancam', 'punah']",7
790,menlhk,national,government,2022,Selamat Setelah Tersengat Listrik    âElektroâ Dilepasliarkan di HL Gunung Tarak ,selamat sengat listrik elektro lepasliar hl gunung tarak,"['selamat', 'sengat', 'listrik', 'elektro', 'lepasliar', 'hl', 'gunung', 'tarak']",1
791,menlhk,national,government,2022,Kisah Ditreskrimsus Polda DIY bersama BKSDA Yogyakarta Ungkap Kasus Satwa ,kisah ditreskrimsus polda diy bksda yogyakarta satwa,"['kisah', 'ditreskrimsus', 'polda', 'diy', 'bksda', 'yogyakarta', 'satwa']",3
792,gardaanimalia,national,media,2022,Kukang di Pekarangan Kini Telah Dilepasliarkan,kukang pekarang lepasliar,"['kukang', 'pekarang', 'lepasliar']",4
793,asatunews,national,media,2022,Kukang yang Ditemukan Warga di Lahat Dilepasliarkan,kukang temu warga lahat lepasliar,"['kukang', 'temu', 'warga', 'lahat', 'lepasliar']",0
794,kabaralam,national,media,2022,Dilepasliarkan di Cagar Alam Maninjau   Empat Ekor Kukang Kembali ke Alam Bebas ,lepasliar cagar alam maninjau ekor kukang alam bebas,"['lepasliar', 'cagar', 'alam', 'maninjau', 'ekor', 'kukang', 'alam', 'bebas']",6
795,dkylb,national,media,2022,Peringati Hari Primata Indonesia Tahun            Sebanyak    Ekor Kukang Bangka Dilepas ke Hutan  ,primata indonesia tahun ekor kukang bangka lepas hutan,"['primata', 'indonesia', 'tahun', 'ekor', 'kukang', 'bangka', 'lepas', 'hutan']",7
796,ukfipb,local,community,2022,UKF IPB Mengikuti Kegiatan Pelepasliaran Kukang Jawa bersama Yayasan IAR Indonesia ,ukf ipb giat pelepasliaran kukang jawa yayasan iar indonesia,"['ukf', 'ipb', 'giat', 'pelepasliaran', 'kukang', 'jawa', 'yayasan', 'iar', 'indonesia']",5
797,detik,national,media,2022,Landak Kukang Jawa Jadi Penghuni Baru Gunung Ciremai,landak kukang jawa huni gunung ciremai,"['landak', 'kukang', 'jawa', 'huni', 'gunung', 'ciremai']",5
798,kukangku,national,community,2022,Kukang Jawa Dilepasliarkan di Kawasan Hutan Gunung Ciremai ,kukang jawa lepasliar kawasan hutan gunung ciremai,"['kukang', 'jawa', 'lepasliar', 'kawasan', 'hutan', 'gunung', 'ciremai']",5
799,kukangku,national,community,2022,     Kukang Jawa Dilepasliarkan di TN Gunung Halimun Salak ,kukang jawa lepasliar tn gunung halimun salak,"['kukang', 'jawa', 'lepasliar', 'tn', 'gunung', 'halimun', 'salak']",5
800,bestcsr,national,media,2022,Cerita Perubahan PT Pertamina FT Bandung Group ,cerita ubah pt pertamina ft bandung group,"['cerita', 'ubah', 'pt', 'pertamina', 'ft', 'bandung', 'group']",1
801,kukangku,national,community,2022,Gipo Diselundupkan ke Jawa dengan Gigi Ompong,gipo selundup jawa gigi ompong,"['gipo', 'selundup', 'jawa', 'gigi', 'ompong']",1
802,kukangku,national,community,2022,Damkar Ciamis Evakuasi Kukang di Pohon Kedondong ,damkar ciamis evakuasi kukang pohon kedondong,"['damkar', 'ciamis', 'evakuasi', 'kukang', 'pohon', 'kedondong']",4
803,teknokra,local,media,2022,   Kukang Sumatera Dilepasliarkan di Kawasan Hutan Batu Tegi ,kukang sumatera lepasliar kawasan hutan batu tegi,"['kukang', 'sumatera', 'lepasliar', 'kawasan', 'hutan', 'batu', 'tegi']",4
804,kukangku,national,community,2022,Induk dan Anak Kukang Dipulangkan Ke Habitatnya di Tahura Bukit Barisan,induk anak kukang pulang habitat tahura bukit baris,"['induk', 'anak', 'kukang', 'pulang', 'habitat', 'tahura', 'bukit', 'baris']",1
805,kukangku,national,community,2022,Damkar Ciamis Evakuasi Kukang Dari Genting Rumah Warga,damkar ciamis evakuasi kukang genting rumah warga,"['damkar', 'ciamis', 'evakuasi', 'kukang', 'genting', 'rumah', 'warga']",0
806,kukangku,national,community,2022,Ditemukan di Kebun Karet   Anakan Kukang Diserahkan Warga ke BBKSDA Riau ,temu kebun karet ana kukang serah warga bbksda riau,"['temu', 'kebun', 'karet', 'ana', 'kukang', 'serah', 'warga', 'bbksda', 'riau']",0
807,mediaindonesia,national,media,2022,Balai Besar TNGGP Lepasliarkan Kukang Jawa,balai tnggp lepasliar kukang jawa,"['balai', 'tnggp', 'lepasliar', 'kukang', 'jawa']",5
808,jalurnews,national,media,2022,Hopeland Camp Lokasi Camping Melihat Elang Jawa di Gunung Salak ,hopeland camp lokasi camping elang jawa gunung salak,"['hopeland', 'camp', 'lokasi', 'camping', 'elang', 'jawa', 'gunung', 'salak']",5
809,kuninganoke,local,media,2022,Taman Nasional Gunung Ciremai Kedatangan    Satwa Baru ,taman nasional gunung ciremai satwa,"['taman', 'nasional', 'gunung', 'ciremai', 'satwa']",3
810,kepribetter,local,media,2022,Camping Asyik Dengan Suasana Petualangan di Hopeland Camp ,camping asyik suasana tualang hopeland camp,"['camping', 'asyik', 'suasana', 'tualang', 'hopeland', 'camp']",1
